ResponseId	MainBranch	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	BuyNewTool	Country	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysProfessional use	OpSysPersonal use	VersionControlSystem	VCInteraction	VCHostingPersonal use	VCHostingProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	Blockchain	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	Onboarding	ProfessionalTech	TrueFalse_1	TrueFalse_2	TrueFalse_3	SurveyLength	SurveyEase	Annual_Salary_USD
55749	I am learning to code	Student, full-time			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Other online resources (e.g., videos, blogs, forum)	Video-based Online Courses;How-to videos;Interactive tutorial;Coding sessions (live or recorded)		1.0					Start a free trial	Canada				Bash/Shell;C;HTML/CSS;Java;JavaScript;Python				VMware						Unity 3D		Visual Studio Code		Linux-based;macOS	Linux-based;macOS	Git	Code editor;Command-line					Microsoft Teams		Indifferent	Stack Overflow;Stack Exchange	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	Under 18 years old	Man	No	Straight / Heterosexual	Asian	None of the above	None of the above																					Appropriate in length	Easy	
55771	I code primarily as a hobby	Student, full-time			Primary/elementary school	Friend or family member;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification	Technical documentation;Video-based Online Courses;How-to videos	Udemy	2.0						Canada				HTML/CSS;JavaScript;Python	HTML/CSS;JavaScript;Python;Rust;TypeScript			Heroku	Heroku	React.js	React.js	React Native	NumPy;Pandas;React Native	npm	npm	Atom;IPython/Jupyter;Nano;Sublime Text;Visual Studio Code	Nano;PyCharm;Sublime Text;Visual Studio Code	Linux-based;Windows	Linux-based	Git	Command-line			Trello	Trello	Google Chat;Microsoft Teams;Zoom	Google Chat;Microsoft Teams	Favorable	Stack Overflow;Stack Exchange		Yes		Yes, somewhat	Under 18 years old	Man	No	Straight / Heterosexual	African;Black	None of the above	None of the above																					Too long	Neither easy nor difficult	
55855	I code primarily as a hobby	Not employed, and not looking for work			Primary/elementary school	Other online resources (e.g., videos, blogs, forum);Online Courses or Certification	Technical documentation;Blogs;Programming Games;Video-based Online Courses;Online forum;How-to videos;Interactive tutorial	Udemy;Codecademy;Pluralsight	1.0					Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd	Canada				C#;HTML/CSS;JavaScript;TypeScript	C#;Dart;Go;Rust;TypeScript	MongoDB;PostgreSQL	PostgreSQL	Heroku	Heroku	ASP.NET Core ;Express;jQuery;Next.js;Node.js;React.js	ASP.NET Core ;Blazor;Next.js;Node.js;React.js;Svelte			npm;Unity 3D;Yarn	Docker;Yarn	Visual Studio;Visual Studio Code	Visual Studio Code		Windows	Git	Code editor;Command-line			Notion	Notion			Indifferent	Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	No, not at all	Under 18 years old	Man	No	Straight / Heterosexual	North American;African	None of the above	Prefer not to say																					Appropriate in length	Easy	
55876	I am learning to code	Not employed, but looking for work			Some college/university study without earning a degree	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded)		6.0						Canada				C;C++;HTML/CSS;Java;JavaScript;SQL;VBA	HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;Swift;TypeScript	IBM DB2;MongoDB;MySQL;Oracle;PostgreSQL	MariaDB;MongoDB;MySQL;PostgreSQL	Heroku	AWS;DigitalOcean;Firebase;Heroku;Microsoft Azure	Express;jQuery;Node.js;React.js	Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;Flask;jQuery;Next.js;Node.js;React.js;Ruby on Rails;Svelte;Vue.js	Electron;React Native;Xamarin	.NET;Flutter;React Native;Xamarin	npm	Docker;Kubernetes;npm;Unity 3D;Unreal Engine;Yarn	Android Studio;Eclipse;Notepad++;Visual Studio;Visual Studio Code	Android Studio;IntelliJ;Visual Studio;Visual Studio Code;Xcode	macOS;Windows	macOS;Windows	Git	Code editor;Command-line					Microsoft Teams	Microsoft Teams;Slack	Indifferent	Stack Overflow	A few times per week	No		Neutral	18-24 years old	Man	No	Straight / Heterosexual	White;European;South Asian;Biracial	None of the above	None of the above																					Appropriate in length	Neither easy nor difficult	
55890	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books	Coursera	10.0	7	Developer, back-end	10,000 or more employees	I have little or no influence	Visit developer communities like Stack Overflow	Canada	"CAD	Canadian dollar"			Bash/Shell;Go;Python	Bash/Shell;Go;Python			Google Cloud	Google Cloud					Docker;Kubernetes;Terraform	Docker;Kubernetes;Terraform	Visual Studio Code	Visual Studio Code	macOS	macOS	Git	Code editor;Command-line					Google Chat	Google Chat	Indifferent	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Neutral	25-34 years old	Man	No	Straight / Heterosexual	Asian	None of the above	None of the above	No																				Too long	Neither easy nor difficult	
55918	I am learning to code	Employed, part-time	Fully remote	School or academic work	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	School (i.e., University, College, etc)			4.0		Academic researcher			Research companies that have emailed me	Canada				Python	Python;SQL			Google Cloud;IBM Cloud or Watson	AWS;Google Cloud;IBM Cloud or Watson;Microsoft Azure			NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch	NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch			Visual Studio Code	Visual Studio Code	macOS	macOS	Git	Code editor							Indifferent	Stack Overflow	A few times per month or weekly	No		No, not really	18-24 years old	Man	No	Straight / Heterosexual	Indian;Asian	None of the above	None of the above																							
56156	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)		Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Colleague	Technical documentation;Blogs;Stack Overflow;How-to videos		10.0	6	Developer, back-end;Developer, mobile	20 to 99 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"			HTML/CSS;Java;JavaScript;Kotlin	HTML/CSS;Java;JavaScript;Kotlin	SQLite	SQLite	Firebase	Firebase							Android Studio	Android Studio	macOS	macOS	Git	Code editor;Command-line;Version control hosting service web GUI			Trello	Trello	Slack	Slack	Favorable	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Yes, definitely								Yes	People manager	10.0																				
56159	I am learning to code	Student, full-time;Employed, part-time	Fully remote	Hobby;School or academic work	Some college/university study without earning a degree	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification	Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses	Udemy	6.0		Student;Academic researcher			Start a free trial;Ask developers I know/work with	Canada				C;Julia;Python;SQL	C++;Haskell;HTML/CSS;Java;JavaScript;Julia;Python	MongoDB;SQLite	MongoDB									Vim;Visual Studio Code	Visual Studio Code	Windows	Windows	Git	Code editor;Dedicated version control GUI application			Asana;Trello	Trello	Google Chat;Microsoft Teams;Zoom	Microsoft Teams;Zoom	Indifferent	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Neutral	18-24 years old	Man	No	Straight / Heterosexual	Indian	None of the above	None of the above																					Too long	Easy	
56368	I am learning to code	Student, full-time			Associate degree (A.A., A.S., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Hackathons (virtual or in-person)	Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded);Certification videos		3.0					Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada				HTML/CSS;JavaScript;TypeScript	Kotlin;Rust;TypeScript	Cloud Firestore;MongoDB;Redis;SQLite	Cloud Firestore;MongoDB;PostgreSQL;Redis;SQLite	AWS;DigitalOcean;Firebase;Heroku;Microsoft Azure	AWS;DigitalOcean;Firebase;Heroku;Microsoft Azure	Angular;ASP.NET Core ;Express;FastAPI;Fastify;Next.js;Node.js	ASP.NET Core ;Blazor;Deno;Express;FastAPI;Fastify;Next.js;Node.js;Svelte;Vue.js	.NET;React Native	.NET	Docker;npm	Docker;npm	PyCharm;Vim;Visual Studio;Visual Studio Code;Webstorm	PyCharm;Rider;Visual Studio Code;Webstorm	Linux-based;Windows	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Git	Code editor;Command-line			Jira Work Management		Microsoft Teams;Slack	Slack	Very unfavorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	No, not really	25-34 years old	Man	No	Straight / Heterosexual	White		None of the above																					Appropriate in length	Easy	
56444	I am a developer by profession	Student, full-time			Some college/university study without earning a degree	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Auditory material (e.g., podcasts);Interactive tutorial		3.0					Start a free trial;Ask developers I know/work with	Canada				C;C++;HTML/CSS;Java;JavaScript;Python;TypeScript	Python;Rust	Cloud Firestore		AWS;Firebase;Google Cloud;Linode	Firebase	Angular;Flask;Next.js;Node.js;React.js		React Native		Docker;Homebrew;Kubernetes;npm;Yarn		IntelliJ;Neovim;Vim;Visual Studio Code	IntelliJ;Neovim;Vim;Visual Studio Code	Linux-based;macOS	macOS	Git	Command-line					Slack;Zoom		Very favorable	Stack Overflow;Stack Exchange	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	18-24 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	None of the above																					Appropriate in length	Easy	
56512	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp		Udemy	4.0		Developer, front-end;Developer, full-stack	10 to 19 employees	I have some influence	Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"		Monthly							Phoenix;React.js						Visual Studio Code	Neovim;Visual Studio Code	macOS	macOS	Git	Code editor;Command-line					Microsoft Teams		Unsure	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Neutral	25-34 years old	Man	No	Straight / Heterosexual	Indian	None of the above	I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)	Yes	Independent contributor	4.0	Neither agree nor disagree	Strongly disagree	Strongly disagree	Agree	Agree	Neither agree nor disagree	Agree	3-5 times a week	3-5 times a week	1-2 times a week	15-30 minutes a day	15-30 minutes a day	Just right	DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery	Yes	Yes	Yes	Too long	Neither easy nor difficult	
56564	I am a developer by profession	Employed, full-time;Student, full-time	Hybrid (some remote, some in-person)	Hobby;Bootstrapping a business	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc)			12.0		Developer, full-stack;Student;Academic researcher			Ask developers I know/work with	Canada				Bash/Shell;Go;Java;JavaScript;Python;SQL;TypeScript	Go;Java;JavaScript;Python;Rust;SQL;TypeScript	Cassandra;Elasticsearch;PostgreSQL;SQLite	CouchDB;PostgreSQL;SQLite	DigitalOcean;Google Cloud	AWS;DigitalOcean;OpenStack;OVH	Angular;Angular.js;Node.js	Angular	Apache Kafka;Electron;Spring	Apache Kafka;Electron;Flutter;Spring	Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn	Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn	Eclipse;GoLand;IntelliJ;Visual Studio Code	Eclipse;GoLand;IntelliJ;Visual Studio Code;Xcode	Linux-based;macOS	Linux-based;Windows	Git	Command-line			Confluence;Jira Work Management	Confluence;Jira Work Management	Cisco Webex Teams;Slack;Zoom	Cisco Webex Teams;Slack	Favorable	Collectives on Stack Overflow;Stack Overflow;Stack Exchange	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	No, not at all	25-34 years old	Woman	No	Straight / Heterosexual	European;North American	None of the above	None of the above	Yes	Independent contributor	7.0	Neither agree nor disagree	Agree	Disagree	Strongly agree	Strongly agree	Disagree	Neither agree nor disagree	Never	Never	1-2 times a week	15-30 minutes a day	Less than 15 minutes a day	Somewhat long	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	No	Yes	No	Appropriate in length	Easy	
56604	I am a developer by profession	Student, full-time;Employed, part-time	Hybrid (some remote, some in-person)	Hobby;Bootstrapping a business;School or academic work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial		7.0		Developer, full-stack;Developer, back-end;Student;Academic researcher			Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada				Bash/Shell;C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;Python;Scala;TypeScript	C#;Dart;F#;Go;Haskell;HTML/CSS;JavaScript;Kotlin;Python;Scala;TypeScript	SQLite	Neo4j;Redis;SQLite	Microsoft Azure	AWS;Google Cloud;Heroku;Linode;Microsoft Azure	Angular.js;Flask;Node.js	Flask;Node.js;Vue.js	NumPy;Pandas;Scikit-learn;Spring	Electron;Flutter;GTK;Keras;NumPy;Pandas;Qt;Scikit-learn;TensorFlow;Torch/PyTorch;Xamarin	Docker;npm;Unity 3D	Docker;npm	Eclipse;IPython/Jupyter;Nano;Visual Studio;Visual Studio Code	Android Studio;IPython/Jupyter;Visual Studio Code	Linux-based	Linux-based;Windows	Git	Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application			Airtable;Asana;ClickUp		Google Chat;Microsoft Teams;Slack;Zoom	Google Chat;Slack	Unfavorable	Stack Overflow;Stack Exchange	Multiple times per day	Not sure/can't remember		Neutral	25-34 years old	Man	No	Prefer not to say	Prefer not to say	None of the above	None of the above																					Appropriate in length	Easy	
56662	I am not primarily a developer, but I write code sometimes as part of my work	Retired			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;On the job training;Online Courses or Certification		Codecademy	20.0	20		Just me - I am a freelancer, sole proprietor, etc.	I have little or no influence	Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit	Canada	"CAD	Canadian dollar"			Assembly;C;C++	Assembly;C;C++	MariaDB	MariaDB							Ansible;Homebrew		Emacs;Visual Studio	Emacs	Linux-based	Linux-based	Mercurial	Command-line							Very unfavorable	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	No, not really	65 years or older	Man	No	Prefer not to say	White	I am deaf / hard of hearing;I am blind / have difficulty seeing	Prefer not to say																					Appropriate in length	Neither easy nor difficult	
56734	I code primarily as a hobby	Student, full-time			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Friend or family member;Other online resources (e.g., videos, blogs, forum);Hackathons (virtual or in-person)	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum		4.0					Other (please specify):;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada				Bash/Shell;JavaScript;Lua;Python;SQL;TypeScript	Bash/Shell;C++;Crystal;Elixir;Go;JavaScript;Lua;SQL;TypeScript	SQLite	SQLite			Deno	Deno			Docker;Homebrew;npm	Homebrew	Nano;Visual Studio Code	Emacs;Neovim;Visual Studio Code		Linux-based;macOS	Git	Command-line			Airtable	Airtable			Unfavorable	Stack Overflow;Stack Exchange	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	No, not at all	Under 18 years old	Man	No	Straight / Heterosexual	White;North American;Middle Eastern	None of the above	None of the above																					Appropriate in length	Easy	
56853	I code primarily as a hobby	Independent contractor, freelancer, or self-employed	Fully remote	Bootstrapping a business	Something else	Other online resources (e.g., videos, blogs, forum)	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial;Coding sessions (live or recorded)		5.0		Other (please specify):			Start a free trial	Canada				Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript	Dart;Go;Rust	Cloud Firestore;PostgreSQL;SQLite		Firebase;Google Cloud		Django;Flask;Next.js;Node.js	Svelte	Electron;Qt	Flutter	Docker;Homebrew;npm;Yarn	Unreal Engine	IPython/Jupyter;Visual Studio Code		Linux-based	macOS	Git	Command-line;Dedicated version control GUI application			Notion		Google Chat;Microsoft Teams;Rocketchat;Zoom	Google Chat	Very favorable	Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Neutral	25-34 years old	Man	No	Straight / Heterosexual	White;European	None of the above	None of the above																					Appropriate in length	Easy	
56875	I am a developer by profession	Independent contractor, freelancer, or self-employed	Fully remote	Freelance/contract work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Other (please specify):			40.0	30	Developer, mobile;Developer, embedded applications or devices;Developer, game or graphics	Just me - I am a freelancer, sole proprietor, etc.	I have a great deal of influence	Start a free trial	Canada	"CAD	Canadian dollar"			Assembly;C;C++				Linode	Linode							Android Studio;Vim;Visual Studio;Xcode	Android Studio;Vim;Visual Studio;Xcode	Linux-based;macOS;Windows	Linux-based	Git	Command-line;Version control hosting service web GUI					Google Chat;Microsoft Teams;Slack	Google Chat;Slack	Unfavorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per week	Yes, definitely	45-54 years old	Man	No	Straight / Heterosexual	European																							Appropriate in length	Easy	
56901	I am learning to code	Not employed, but looking for work			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Coding Bootcamp			1.0		Student			Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada				C#;HTML/CSS;JavaScript;SQL	C#;HTML/CSS;JavaScript;SQL	MongoDB;PostgreSQL	PostgreSQL	AWS		Angular.js;ASP.NET Core ;Node.js;React.js	ASP.NET Core ;Node.js;React.js					Visual Studio Code	Visual Studio Code	macOS	macOS	Git	Command-line			Jira Work Management;Notion	Notion	Slack;Zoom	Slack	Indifferent	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Neutral	18-24 years old	Man	No	Straight / Heterosexual	Asian	None of the above	None of the above																					Appropriate in length	Easy	
56928	I code primarily as a hobby	Student, full-time			Primary/elementary school	Friend or family member			2.0					Visit developer communities like Stack Overflow	Canada				Python	C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL	MongoDB	SQLite	Google Cloud								IntelliJ;Visual Studio Code			Windows	Git	Version control hosting service web GUI								Stack Overflow;Stack Exchange	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Yes, definitely	Under 18 years old	Man	No	Straight / Heterosexual	East Asian	None of the above	Prefer not to say																					Too long	Neither easy nor difficult	
57039	I am learning to code	Not employed, and not looking for work			Primary/elementary school	Other online resources (e.g., videos, blogs, forum)	Technical documentation;Written Tutorials;Stack Overflow;Online forum;How-to videos		2.0					Visit developer communities like Stack Overflow	Canada				C#;Lua	C#;C++;Lua;PowerShell							.NET	.NET	npm	Ansible;Docker;npm;Unity 3D	Notepad++;Visual Studio	Notepad++;Visual Studio		Windows	I don't use one								Unfavorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Yes, somewhat	Under 18 years old	Man	No	Straight / Heterosexual	North American	None of the above	None of the above																					Appropriate in length	Easy	
57087	I code primarily as a hobby	Student, full-time			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Other (please specify):	How-to videos;Other (Please specify):		2.0					Start a free trial	Canada				C#;C++;Java;Python	C#;C++;HTML/CSS;Java;JavaScript;Python									Unity 3D;Unreal Engine	Unity 3D	CLion;Eclipse;IntelliJ;PyCharm;Visual Studio;Visual Studio Code	CLion;Eclipse;IntelliJ;PyCharm;Visual Studio;Visual Studio Code	Windows	Windows	I don't use one						Zoom	Zoom	Indifferent	Stack Overflow	Daily or almost daily	No		No, not really	Under 18 years old	Man	No	Straight / Heterosexual	Indian;Asian;South Asian	None of the above	None of the above																					Appropriate in length	Easy	
57088	I code primarily as a hobby	Student, part-time;Not employed, but looking for work			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum)	Technical documentation;Programming Games;Video-based Online Courses;Written-based Online Courses;Interactive tutorial		2.0		Other (please specify):			Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd	Canada				Assembly;Bash/Shell;C;C++;Python	Fortran;Perl;PHP											Vim;Visual Studio	Atom;Emacs;Sublime Text		Linux-based;Other (please specify):	Git	Command-line							Indifferent	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Neutral	18-24 years old	Man	No	Straight / Heterosexual	White;European	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)																					Appropriate in length	Easy	
58085	I am a developer by profession	Independent contractor, freelancer, or self-employed	Fully remote	Hobby;Contribute to open-source projects	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded)	Udemy	40.0	29	Engineer, data;Developer, back-end;Database administrator;DevOps specialist;Designer;System administrator;Security professional	Just me - I am a freelancer, sole proprietor, etc.	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"			Clojure;HTML/CSS;JavaScript;LISP;PHP;Python;SQL	Python;SQL	MariaDB;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;Redis;SQLite	MariaDB;PostgreSQL;SQLite	Firebase;Heroku;Managed Hosting	Heroku;Managed Hosting	Angular.js;Django;FastAPI;Flask;Node.js;React.js	Django;Flask	Electron;GTK;NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch	NumPy;Pandas	Docker;npm;Yarn	Ansible;Docker	Android Studio;Emacs;IPython/Jupyter;Nano;PyCharm;Visual Studio Code	Emacs;IPython/Jupyter;Nano;PyCharm;Visual Studio Code	Linux-based	Linux-based	Git	Command-line					Zoom	Zoom	Very favorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	No, not really	45-54 years old	Man	No	Straight / Heterosexual	Or, in your own words:;North American	None of the above	None of the above																					Appropriate in length	Easy	
58158	I am a developer by profession	Employed, full-time	Fully remote	School or academic work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Stack Overflow;Video-based Online Courses		10.0	Less than 1 year	Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test	10,000 or more employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Research companies that have emailed me	Canada	"CAD	Canadian dollar"			Java;JavaScript;Python;SQL	JavaScript;Python;SQL	MongoDB;MySQL	MongoDB;MySQL	Firebase;Google Cloud	Firebase;Google Cloud	Django;Express;Next.js;Node.js;React.js	Django;Express;Next.js;Node.js;React.js	Keras;NumPy;Pandas;Qt;React Native;Scikit-learn;TensorFlow;Torch/PyTorch	Keras;NumPy;Pandas;Qt;React Native;Scikit-learn;TensorFlow;Torch/PyTorch	Ansible;Chef;Docker;Kubernetes;npm;Puppet;Terraform;Yarn	Ansible;Chef;Docker;Kubernetes;npm;Puppet;Terraform;Yarn	Eclipse;IntelliJ;NetBeans;Notepad++;PyCharm;Visual Studio Code;Webstorm;Xcode	Visual Studio Code;Xcode	Linux-based;macOS	Windows	Git	Command-line			Jira Work Management	Jira Work Management	Cisco Webex Teams;Microsoft Teams;Zoom	Microsoft Teams	Favorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Yes, definitely	18-24 years old	Man	No	Straight / Heterosexual	Indian	None of the above	None of the above	No																				Too long	Neither easy nor difficult	
58582	I used to be a developer by profession, but no longer am	Student, part-time			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Written-based Online Courses	Udemy	3.0					Visit developer communities like Stack Overflow	Canada				C;C#	C;C#;Rust							.NET	.NET			Visual Studio;Visual Studio Code	Visual Studio;Visual Studio Code	Windows	Linux-based	Git	Code editor;Command-line			Trello	Trello			Indifferent	Stack Overflow;Stack Exchange	Daily or almost daily	Not sure/can't remember		No, not really	Under 18 years old	Man	No	Straight / Heterosexual	North American	None of the above	I have an anxiety disorder																					Appropriate in length	Neither easy nor difficult	
58623	I am a developer by profession	Employed, full-time;Independent contractor, freelancer, or self-employed	Fully remote	Other (please specify):	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;School (i.e., University, College, etc)			14.0	7	Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist	1,000 to 4,999 employees	I have little or no influence	Other (please specify):;Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit	Canada	"USD	United States dollar"			Bash/Shell;C;HTML/CSS;JavaScript;Python;Ruby	Python;Rust	Elasticsearch;PostgreSQL;Redis	PostgreSQL;Redis	DigitalOcean;Managed Hosting	DigitalOcean	Flask;React.js	Svelte;Vue.js			Ansible;Docker;npm	Ansible;Docker;Terraform	Sublime Text;Visual Studio Code	Emacs;Sublime Text;Visual Studio Code	Linux-based	Linux-based;Windows	Git	Command-line			Notion		Slack;Zoom	Slack;Zoom	Very unfavorable	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	No, not really	25-34 years old	Man	No	Prefer not to say	North American	None of the above	Prefer not to say	Yes	Independent contributor	7.0	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Strongly agree	1-2 times a week	3-5 times a week	1-2 times a week	Over 120 minutes a day	60-120 minutes a day	Just right	Continuous integration (CI) and (more often) continuous delivery;Automated testing	No	Yes	No	Appropriate in length	Neither easy nor difficult	
